,epoch,Total loss,IC loss,BC loss,f loss,Pr loss,Norm loss,Equi loss
0,1,21.73361623190665,2.934020375460292,5.314708655480011,13.48488720096635,0.22811128576500833,1.2287206352450157,0.003613909445498163
1,2,2593.016129775009,3.819472319351007,742.5865091829523,1846.6101482727058,0.0,2.342771942426592,0.008607975433561453
2,3,7.45517291419347,2.7912452239751833,1.2228741543587571,3.4410535358595298,0.012128197407292622,0.9543849902809431,0.0025585090491870187
3,4,5.767123787280537,2.7973142748187536,0.7757013508685455,2.1941081615932387,0.017040403118252424,0.975877946112726,0.0028560145753687084
4,5,3.487801201943841,2.7897462395917136,0.19637621873332972,0.5016787436187978,0.01769052482829766,0.9805466952791472,0.003537393058401863
5,6,3.2049968304898164,2.788568817575927,0.11480650894432601,0.3016215039695632,0.013419343419903506,0.9752580391163812,0.003497806555946116
6,7,2.9893017069551338,2.7972629394154986,0.05046352569986837,0.14157524183976708,0.008592828740100901,0.9830093198213019,0.0032906064741679616
7,8,2.85521220458992,2.814889943335592,0.00948108998285229,0.030841171271475856,0.009272045096163847,1.004220544490075,0.0029968156981532122
8,9,2.8417592645108565,2.820354440977577,0.0045455666106106,0.01685925692266859,0.013072642215079353,1.0106394661363722,0.0028954481050797237
9,10,2.8413912980117564,2.8206690398922416,0.004445716607903672,0.01627654151161115,0.013400716793786401,1.011098363624707,0.0028914468849882452
10,11,2.840686883506731,2.8209878364019967,0.004312202416025264,0.015386844688709272,0.013740932878752063,1.0116043080922732,0.002887818084096436
11,12,2.839350922570026,2.821196465622984,0.004070796118913078,0.014083660828128867,0.013942323330332608,1.0119835482003479,0.0028857460225004856
12,13,2.8360785779488857,2.8211299217693133,0.003464314929892197,0.011484341249680239,0.013781560192209514,1.0120537711560815,0.0028871090374590763
13,14,2.830557789896152,2.820236672097766,0.0024274277485549743,0.007893690049831283,0.012605224784155012,1.011030986700394,0.0028969723085649325
14,15,2.8239538755338756,2.818139333220784,0.0012745565475792767,0.004539985765512696,0.009743427847939813,1.008257155575064,0.002913041884040765
15,16,2.8206357629895282,2.816005200631189,0.0010086104376867513,0.003621951920652331,0.007050363012625154,1.0054892448274546,0.0029315480549351467
16,17,2.82021864309447,2.8153696725061117,0.0010256762159354573,0.003823294372422414,0.006100808681625039,1.0044888487653867,0.0029329938902248193
17,18,2.820158264583152,2.8153782511511465,0.0009850957742790368,0.0037949176577262464,0.006063863330871234,1.0044608831256425,0.0029322178086737113
18,19,2.820106474355863,2.815431119722746,0.0009447416877279634,0.003730612945388489,0.006115430482893056,1.0045264817808948,0.0029309961019444056
19,20,2.819911340320154,2.8154387086391446,0.0008790139739367107,0.003593617707073159,0.006114078849779027,1.0045642083578339,0.002926010934021488
20,21,2.8191386245434726,2.81513459952988,0.0007524717336320083,0.0032515532799605395,0.005742976520470285,1.004333083280564,0.002902722350110033
21,22,2.8175484728848845,2.8139829624164907,0.0006794181295702919,0.0028860923388235116,0.004416512427699382,1.0032488639453645,0.0028484684741541186
22,23,2.8149317090020283,2.8113602932375295,0.0007452857562612781,0.002826130008237657,0.0015602135449312563,1.000602188301872,0.002747340973275744
23,24,2.812097297772753,2.8086923746584445,0.0007242752014393488,0.002680647912869212,3.638289766891769e-05,0.9980434223252457,0.002644280631844153
24,25,2.8186563248840857,2.8060682099286294,0.003657408776456003,0.008930706179000714,7.670843419033782e-05,0.9953191143205952,0.0023391795674930424
25,26,2.811000529528054,2.807649218759824,0.0008121037888309643,0.0025392069793985506,9.844611847745029e-07,0.9966625549351774,0.0025553670423862796
26,27,2.807855933070601,2.805170991684215,0.0004370616813714187,0.00224787970501469,1.0399095638255263e-05,0.9951327383778269,0.0024497537578391806
27,28,2.806935344269036,2.802911588215337,0.0005441841129739499,0.0034795719407253733,1.4358607290657429e-05,0.9931625299252088,0.0023822172530188757
28,29,2.806660615761194,2.802275839794649,0.0006176467698595753,0.0037671291966856,1.36741927712257e-05,0.9923817056476681,0.0023667278793636616
29,30,2.8065597151407657,2.8017195262904924,0.0007269660613297616,0.0041132227889434545,9.629247932516735e-06,0.9916779314984118,0.0023446308888327803
30,31,2.8065468568841934,2.801571070877667,0.0007351496301517288,0.004240636376374871,1.268579458036731e-05,0.9916339973449086,0.0023250317473308218
31,32,2.8065374994145453,2.8014226772072375,0.000769525519770621,0.004345296687537192,1.0611980960850958e-05,0.9914376818051286,0.002320662100741577
32,33,2.8065339092188983,2.8013314643217404,0.0007865800633761826,0.004415864833781876,1.0288605109072252e-05,0.9913367946121009,0.002316929543336747
33,34,2.806529670278637,2.8012422256622607,0.000799574992763686,0.004487869623612544,1.0462876614729612e-05,0.9912518247755416,0.002312806964305353
34,35,2.806510934549254,2.8011243295811235,0.0008119484953938943,0.004574656472736454,1.0804740255990971e-05,0.9911384273463537,0.0023085990461883827
35,36,2.8063507414228055,2.8005446574907027,0.000849860315790115,0.004956223616312495,1.2233467655448139e-05,0.9905605797666307,0.0022948537314248273
36,37,2.806003563585053,2.7996045290642178,0.0008702924401777632,0.005528742080657469,1.5457761379083456e-05,0.9895894801663009,0.0022881748113888693
37,38,2.805416996804408,2.7986779507673227,0.0008674862788997308,0.005871559758185629,1.4644535417642204e-05,0.988277089204679,0.0023287322981466662
38,39,2.804331732089899,2.7976873800862503,0.000814271612422048,0.005830080391226521,6.473844160206681e-06,0.9862823278024491,0.0024424448589418046
39,40,2.804901620059566,2.797367023835477,0.0005129966147475386,0.007021599609341291,5.5248802315110735e-05,0.9862524658236311,0.002572357782087286
